mode,instanceId,expectedTruthfulReward,expectedShortcutReward,expectedRewardGap
baseline,95,885245.250000,885245.250000,0.0
psi=0.05,95,946720.725000,946720.725000,0.0
psi=0.10,95,1008196.200000,1008196.200000,0.0
psi=0.20,95,1131147.150000,1131147.150000,0.0
psi=0.30,95,1254098.100000,1254098.100000,0.0
baseline,96,1014084.000000,885245.250000,128838.75
psi=0.05,96,1062675.600000,946720.725000,115954.875
psi=0.10,96,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,96,1208450.400000,1131147.150000,77303.25
psi=0.30,96,1305633.600000,1254098.100000,51535.5
baseline,97,1014084.000000,439024.250000,575059.75
psi=0.05,97,1062675.600000,545121.825000,517553.775
psi=0.10,97,1111267.200000,651219.400000,460047.80000000005
psi=0.20,97,1208450.400000,863414.550000,345035.84999999986
psi=0.30,97,1305633.600000,1075609.700000,230023.90000000014
baseline,98,1014084.000000,1033536.375000,-19452.375
psi=0.05,98,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,98,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,98,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,98,1305633.600000,1313414.550000,-7780.949999999953
baseline,99,1014084.000000,885245.250000,128838.75
psi=0.05,99,1062675.600000,946720.725000,115954.875
psi=0.10,99,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,99,1208450.400000,1131147.150000,77303.25
psi=0.30,99,1305633.600000,1254098.100000,51535.5
baseline,100,1014084.000000,705882.000000,308202.0
psi=0.05,100,1062675.600000,785293.800000,277381.80000000016
psi=0.10,100,1111267.200000,864705.600000,246561.6000000001
psi=0.20,100,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,100,1305633.600000,1182352.800000,123280.80000000028
baseline,101,1014084.000000,1014084.000000,0.0
psi=0.05,101,1062675.600000,1062675.600000,0.0
psi=0.10,101,1111267.200000,1111267.200000,0.0
psi=0.20,101,1208450.400000,1208450.400000,0.0
psi=0.30,101,1305633.600000,1305633.600000,0.0
baseline,102,1014084.000000,885245.250000,128838.75
psi=0.05,102,1062675.600000,946720.725000,115954.875
psi=0.10,102,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,102,1208450.400000,1131147.150000,77303.25
psi=0.30,102,1305633.600000,1254098.100000,51535.5
baseline,103,1014084.000000,580645.000000,433439.0
psi=0.05,103,1062675.600000,672580.500000,390095.1000000001
psi=0.10,103,1111267.200000,764516.000000,346751.2000000002
psi=0.20,103,1208450.400000,948387.000000,260063.3999999999
psi=0.30,103,1305633.600000,1132258.000000,173375.6000000001
baseline,104,1741935.000000,705882.000000,1036053.0
psi=0.05,104,1717741.500000,785293.800000,932447.7000000001
psi=0.10,104,1693548.000000,864705.600000,828842.3999999999
psi=0.20,104,1645161.000000,1023529.200000,621631.7999999997
psi=0.30,104,1596774.000000,1182352.800000,414421.2000000004
baseline,105,1257352.500000,1014084.000000,243268.5
psi=0.05,105,1281617.250000,1062675.600000,218941.6499999999
psi=0.10,105,1305882.000000,1111267.200000,194614.7999999998
psi=0.20,105,1354411.500000,1208450.400000,145961.1000000001
psi=0.30,105,1402941.000000,1305633.600000,97307.3999999999
baseline,106,885245.250000,885245.250000,0.0
psi=0.05,106,946720.725000,946720.725000,0.0
psi=0.10,106,1008196.200000,1008196.200000,0.0
psi=0.20,106,1131147.150000,1131147.150000,0.0
psi=0.30,106,1254098.100000,1254098.100000,0.0
baseline,107,885245.250000,885245.250000,0.0
psi=0.05,107,946720.725000,946720.725000,0.0
psi=0.10,107,1008196.200000,1008196.200000,0.0
psi=0.20,107,1131147.150000,1131147.150000,0.0
psi=0.30,107,1254098.100000,1254098.100000,0.0
baseline,108,1161290.000000,1257352.500000,-96062.5
psi=0.05,108,1195161.000000,1281617.250000,-86456.25
psi=0.10,108,1229032.000000,1305882.000000,-76850.0
psi=0.20,108,1296774.000000,1354411.500000,-57637.5
psi=0.30,108,1364516.000000,1402941.000000,-38425.0
baseline,109,1014084.000000,1257352.500000,-243268.5
psi=0.05,109,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,109,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,109,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,109,1305633.600000,1402941.000000,-97307.3999999999
baseline,110,1014084.000000,1161290.000000,-147206.0
psi=0.05,110,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,110,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,110,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,110,1305633.600000,1364516.000000,-58882.39999999991
baseline,111,1014084.000000,1257352.500000,-243268.5
psi=0.05,111,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,111,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,111,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,111,1305633.600000,1402941.000000,-97307.3999999999
baseline,112,885245.250000,885245.250000,0.0
psi=0.05,112,946720.725000,946720.725000,0.0
psi=0.10,112,1008196.200000,1008196.200000,0.0
psi=0.20,112,1131147.150000,1131147.150000,0.0
psi=0.30,112,1254098.100000,1254098.100000,0.0
baseline,113,1628048.500000,1257352.500000,370696.0
psi=0.05,113,1615243.650000,1281617.250000,333626.40000000014
psi=0.10,113,1602438.800000,1305882.000000,296556.8000000003
psi=0.20,113,1576829.100000,1354411.500000,222417.6000000001
psi=0.30,113,1551219.400000,1402941.000000,148278.3999999999
baseline,114,1014084.000000,885245.250000,128838.75
psi=0.05,114,1062675.600000,946720.725000,115954.875
psi=0.10,114,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,114,1208450.400000,1131147.150000,77303.25
psi=0.30,114,1305633.600000,1254098.100000,51535.5
baseline,115,1628048.500000,1033536.375000,594512.125
psi=0.05,115,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,115,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,115,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,115,1551219.400000,1313414.550000,237804.84999999986
baseline,116,885245.250000,705882.000000,179363.25
psi=0.05,116,946720.725000,785293.800000,161426.92500000016
psi=0.10,116,1008196.200000,864705.600000,143490.59999999998
psi=0.20,116,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,116,1254098.100000,1182352.800000,71745.30000000028
baseline,117,1014084.000000,1257352.500000,-243268.5
psi=0.05,117,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,117,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,117,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,117,1305633.600000,1402941.000000,-97307.3999999999
baseline,118,1628048.500000,439024.250000,1189024.25
psi=0.05,118,1615243.650000,545121.825000,1070121.8250000002
psi=0.10,118,1602438.800000,651219.400000,951219.4000000001
psi=0.20,118,1576829.100000,863414.550000,713414.55
psi=0.30,118,1551219.400000,1075609.700000,475609.69999999995
baseline,119,1014084.000000,1161290.000000,-147206.0
psi=0.05,119,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,119,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,119,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,119,1305633.600000,1364516.000000,-58882.39999999991
baseline,120,1628048.500000,580645.000000,1047403.5
psi=0.05,120,1615243.650000,672580.500000,942663.1500000001
psi=0.10,120,1602438.800000,764516.000000,837922.8000000003
psi=0.20,120,1576829.100000,948387.000000,628442.1000000001
psi=0.30,120,1551219.400000,1132258.000000,418961.3999999999
baseline,121,1628048.500000,705882.000000,922166.5
psi=0.05,121,1615243.650000,785293.800000,829949.8500000002
psi=0.10,121,1602438.800000,864705.600000,737733.2000000002
psi=0.20,121,1576829.100000,1023529.200000,553299.9
psi=0.30,121,1551219.400000,1182352.800000,368866.6000000001
baseline,122,1257352.500000,1161290.000000,96062.5
psi=0.05,122,1281617.250000,1195161.000000,86456.25
psi=0.10,122,1305882.000000,1229032.000000,76850.0
psi=0.20,122,1354411.500000,1296774.000000,57637.5
psi=0.30,122,1402941.000000,1364516.000000,38425.0
baseline,123,1014084.000000,705882.000000,308202.0
psi=0.05,123,1062675.600000,785293.800000,277381.80000000016
psi=0.10,123,1111267.200000,864705.600000,246561.6000000001
psi=0.20,123,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,123,1305633.600000,1182352.800000,123280.80000000028
baseline,124,1257352.500000,885245.250000,372107.25
psi=0.05,124,1281617.250000,946720.725000,334896.5249999999
psi=0.10,124,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,124,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,124,1402941.000000,1254098.100000,148842.8999999999
baseline,125,885245.250000,705882.000000,179363.25
psi=0.05,125,946720.725000,785293.800000,161426.92500000016
psi=0.10,125,1008196.200000,864705.600000,143490.59999999998
psi=0.20,125,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,125,1254098.100000,1182352.800000,71745.30000000028
baseline,126,1014084.000000,885245.250000,128838.75
psi=0.05,126,1062675.600000,946720.725000,115954.875
psi=0.10,126,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,126,1208450.400000,1131147.150000,77303.25
psi=0.30,126,1305633.600000,1254098.100000,51535.5
baseline,127,885245.250000,1257352.500000,-372107.25
psi=0.05,127,946720.725000,1281617.250000,-334896.5249999999
psi=0.10,127,1008196.200000,1305882.000000,-297685.79999999993
psi=0.20,127,1131147.150000,1354411.500000,-223264.3500000001
psi=0.30,127,1254098.100000,1402941.000000,-148842.8999999999
baseline,128,885245.250000,705882.000000,179363.25
psi=0.05,128,946720.725000,785293.800000,161426.92500000016
psi=0.10,128,1008196.200000,864705.600000,143490.59999999998
psi=0.20,128,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,128,1254098.100000,1182352.800000,71745.30000000028
baseline,129,1014084.000000,885245.250000,128838.75
psi=0.05,129,1062675.600000,946720.725000,115954.875
psi=0.10,129,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,129,1208450.400000,1131147.150000,77303.25
psi=0.30,129,1305633.600000,1254098.100000,51535.5
baseline,130,1257352.500000,1033536.375000,223816.125
psi=0.05,130,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,130,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,130,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,130,1402941.000000,1313414.550000,89526.44999999995
baseline,131,1014084.000000,1014084.000000,0.0
psi=0.05,131,1062675.600000,1062675.600000,0.0
psi=0.10,131,1111267.200000,1111267.200000,0.0
psi=0.20,131,1208450.400000,1208450.400000,0.0
psi=0.30,131,1305633.600000,1305633.600000,0.0
baseline,132,885245.250000,1014084.000000,-128838.75
psi=0.05,132,946720.725000,1062675.600000,-115954.875
psi=0.10,132,1008196.200000,1111267.200000,-103071.00000000012
psi=0.20,132,1131147.150000,1208450.400000,-77303.25
psi=0.30,132,1254098.100000,1305633.600000,-51535.5
baseline,133,1257352.500000,580645.000000,676707.5
psi=0.05,133,1281617.250000,672580.500000,609036.75
psi=0.10,133,1305882.000000,764516.000000,541366.0
psi=0.20,133,1354411.500000,948387.000000,406024.5
psi=0.30,133,1402941.000000,1132258.000000,270683.0
baseline,134,885245.250000,1033536.375000,-148291.125
psi=0.05,134,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,134,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,134,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,134,1254098.100000,1313414.550000,-59316.44999999995
baseline,135,1014084.000000,705882.000000,308202.0
psi=0.05,135,1062675.600000,785293.800000,277381.80000000016
psi=0.10,135,1111267.200000,864705.600000,246561.6000000001
psi=0.20,135,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,135,1305633.600000,1182352.800000,123280.80000000028
baseline,136,1014084.000000,1741935.000000,-727851.0
psi=0.05,136,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,136,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,136,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,136,1305633.600000,1596774.000000,-291140.40000000014
baseline,137,885245.250000,1257352.500000,-372107.25
psi=0.05,137,946720.725000,1281617.250000,-334896.5249999999
psi=0.10,137,1008196.200000,1305882.000000,-297685.79999999993
psi=0.20,137,1131147.150000,1354411.500000,-223264.3500000001
psi=0.30,137,1254098.100000,1402941.000000,-148842.8999999999
baseline,138,1014084.000000,1741935.000000,-727851.0
psi=0.05,138,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,138,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,138,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,138,1305633.600000,1596774.000000,-291140.40000000014
baseline,139,1014084.000000,1033536.375000,-19452.375
psi=0.05,139,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,139,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,139,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,139,1305633.600000,1313414.550000,-7780.949999999953
baseline,140,1014084.000000,885245.250000,128838.75
psi=0.05,140,1062675.600000,946720.725000,115954.875
psi=0.10,140,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,140,1208450.400000,1131147.150000,77303.25
psi=0.30,140,1305633.600000,1254098.100000,51535.5
baseline,141,1014084.000000,1014084.000000,0.0
psi=0.05,141,1062675.600000,1062675.600000,0.0
psi=0.10,141,1111267.200000,1111267.200000,0.0
psi=0.20,141,1208450.400000,1208450.400000,0.0
psi=0.30,141,1305633.600000,1305633.600000,0.0
baseline,142,1014084.000000,1257352.500000,-243268.5
psi=0.05,142,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,142,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,142,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,142,1305633.600000,1402941.000000,-97307.3999999999
baseline,143,1014084.000000,1257352.500000,-243268.5
psi=0.05,143,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,143,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,143,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,143,1305633.600000,1402941.000000,-97307.3999999999
baseline,144,1014084.000000,1033536.375000,-19452.375
psi=0.05,144,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,144,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,144,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,144,1305633.600000,1313414.550000,-7780.949999999953
baseline,145,1014084.000000,885245.250000,128838.75
psi=0.05,145,1062675.600000,946720.725000,115954.875
psi=0.10,145,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,145,1208450.400000,1131147.150000,77303.25
psi=0.30,145,1305633.600000,1254098.100000,51535.5
baseline,146,1014084.000000,705882.000000,308202.0
psi=0.05,146,1062675.600000,785293.800000,277381.80000000016
psi=0.10,146,1111267.200000,864705.600000,246561.6000000001
psi=0.20,146,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,146,1305633.600000,1182352.800000,123280.80000000028
baseline,147,1014084.000000,705882.000000,308202.0
psi=0.05,147,1062675.600000,785293.800000,277381.80000000016
psi=0.10,147,1111267.200000,864705.600000,246561.6000000001
psi=0.20,147,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,147,1305633.600000,1182352.800000,123280.80000000028
baseline,148,1741935.000000,1033536.375000,708398.625
psi=0.05,148,1717741.500000,1080182.737500,637558.7625
psi=0.10,148,1693548.000000,1126829.100000,566718.8999999999
psi=0.20,148,1645161.000000,1220121.825000,425039.1749999996
psi=0.30,148,1596774.000000,1313414.550000,283359.4500000002
baseline,149,1014084.000000,705882.000000,308202.0
psi=0.05,149,1062675.600000,785293.800000,277381.80000000016
psi=0.10,149,1111267.200000,864705.600000,246561.6000000001
psi=0.20,149,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,149,1305633.600000,1182352.800000,123280.80000000028
baseline,150,885245.250000,705882.000000,179363.25
psi=0.05,150,946720.725000,785293.800000,161426.92500000016
psi=0.10,150,1008196.200000,864705.600000,143490.59999999998
psi=0.20,150,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,150,1254098.100000,1182352.800000,71745.30000000028
baseline,151,1014084.000000,1161290.000000,-147206.0
psi=0.05,151,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,151,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,151,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,151,1305633.600000,1364516.000000,-58882.39999999991
baseline,152,1014084.000000,705882.000000,308202.0
psi=0.05,152,1062675.600000,785293.800000,277381.80000000016
psi=0.10,152,1111267.200000,864705.600000,246561.6000000001
psi=0.20,152,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,152,1305633.600000,1182352.800000,123280.80000000028
baseline,153,1014084.000000,885245.250000,128838.75
psi=0.05,153,1062675.600000,946720.725000,115954.875
psi=0.10,153,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,153,1208450.400000,1131147.150000,77303.25
psi=0.30,153,1305633.600000,1254098.100000,51535.5
baseline,154,1014084.000000,885245.250000,128838.75
psi=0.05,154,1062675.600000,946720.725000,115954.875
psi=0.10,154,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,154,1208450.400000,1131147.150000,77303.25
psi=0.30,154,1305633.600000,1254098.100000,51535.5
baseline,155,1014084.000000,705882.000000,308202.0
psi=0.05,155,1062675.600000,785293.800000,277381.80000000016
psi=0.10,155,1111267.200000,864705.600000,246561.6000000001
psi=0.20,155,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,155,1305633.600000,1182352.800000,123280.80000000028
baseline,156,1014084.000000,705882.000000,308202.0
psi=0.05,156,1062675.600000,785293.800000,277381.80000000016
psi=0.10,156,1111267.200000,864705.600000,246561.6000000001
psi=0.20,156,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,156,1305633.600000,1182352.800000,123280.80000000028
baseline,157,1257352.500000,1741935.000000,-484582.5
psi=0.05,157,1281617.250000,1717741.500000,-436124.25
psi=0.10,157,1305882.000000,1693548.000000,-387666.0
psi=0.20,157,1354411.500000,1645161.000000,-290749.49999999977
psi=0.30,157,1402941.000000,1596774.000000,-193833.00000000023
